date,temp_high,temp_low,humidity_mean,dewpoint_mean,pressure_mean,wind_mean,precip_total
2023-01-24,80.0,69.0,70.28379310344828,64.15172413793104,1020.7291666666666,9.680379746835444,0.02
2023-01-25,84.0,74.0,76.2637037037037,69.11111111111111,1017.6833333333334,11.82857142857143,0.12
2023-01-26,81.0,72.0,80.25666666666667,68.41666666666667,1017.7333333333332,5.757467532467532,0.0
2023-01-27,71.0,61.0,65.78083333333333,55.75,1022.0916666666667,7.743086816720257,0.0
2023-01-28,78.8,65.0,72.7909375,61.89375,1023.9708333333333,9.80015625,0.0
2023-01-29,82.0,73.0,69.212,66.12,1023.2791666666667,13.226837060702875,0.0
2023-01-30,83.0,71.0,73.66576923076923,68.29230769230769,1021.5833333333334,9.064490445859873,0.0
2023-01-31,83.0,72.0,72.53307692307692,67.5,1021.5916666666667,7.11608280254777,0.0
2023-02-01,84.0,69.0,77.14583333333333,68.41666666666667,1022.1291666666666,5.484615384615385,0.0
2023-02-02,83.0,70.0,78.11125,68.83333333333333,1021.6625,5.354340836012862,0.0
2023-02-03,87.0,70.0,72.34875000000001,66.83333333333333,1019.2416666666667,5.409807073954984,0.0
2023-02-04,74.0,64.0,77.82903225806452,62.88387096774194,1022.5375,10.816509433962265,0.16
2023-02-05,81.0,68.0,89.61395348837209,68.56279069767442,1020.9833333333332,8.637234042553192,34.32
2023-02-06,80.0,68.0,75.51583333333333,64.95833333333333,1019.6,4.902243589743589,0.0
2023-02-07,79.0,70.0,63.114583333333336,60.791666666666664,1022.6916666666666,10.139903846153846,0.0
2023-02-08,80.0,70.0,56.65958333333333,58.583333333333336,1023.2541666666666,11.131410256410257,0.0
2023-02-09,82.0,74.0,70.94185185185185,66.85185185185185,1022.15,14.422611464968153,0.0
2023-02-10,82.0,74.0,73.32692307692308,67.88461538461539,1020.7666666666668,10.961624203821655,0.0
2023-02-11,86.0,73.0,78.42439999999999,70.32,1018.0291666666667,8.318210862619807,0.0
2023-02-12,78.8,68.0,78.67054054054054,65.76216216216216,1015.275,9.882923076923076,6.82
2023-02-13,74.0,59.0,57.5976,49.96,1017.0333333333333,9.07016129032258,0.0
2023-02-14,77.0,58.0,61.10583333333333,52.875,1018.5541666666667,5.613621794871795,0.0
2023-02-15,81.0,70.0,63.53,61.166666666666664,1020.8125,11.422596153846154,0.0
2023-02-16,82.0,74.0,65.77333333333333,64.41666666666667,1020.0666666666666,12.181891025641026,0.0
2023-02-17,82.4,74.0,80.61322580645162,70.75483870967743,1019.3958333333334,7.5058359621451105,5.7299999999999995
2023-02-18,82.0,71.0,85.02823529411765,69.34705882352942,1021.8833333333333,5.6535714285714285,0.0
2023-02-19,83.0,71.0,72.062,67.0,1022.8416666666667,7.594408945686902,0.0
2023-02-20,84.0,72.0,73.8025,68.0,1020.5875,4.592628205128205,0.0
2023-02-21,85.0,70.0,73.665,67.45833333333333,1018.2416666666667,5.104516129032258,0.0
